blind_id,triplet_id,symbol,trade_date,year,label,participation,direction,turn,retention,quieting,spike_distribution,volume_alignment,rejection,context,ir20,ir40,ir60,persistent_excess_score,mfe60,mae60,future_dd60
CASE_000456,96,002441.SZ,2019-08-23,2019,LOSER,MID,-1,1,-1.0,0.0,0,0.0,0.0,0,-0.11159338372007319,-0.11574824993926383,-0.10083989109355725,0.1237785016286645,0.012032085561497263,-0.10294117647058809,-0.10092961487383811
CASE_000655,33,002292.SZ,2018-05-18,2018,LOSER,MID,-1,0,-1.0,0.0,1,1.0,0.0,-1,-0.027643528535767473,-0.17630087185346788,-0.2366196588021906,0.041130037390943085,0.05519480519480502,-0.43587662337662314,-0.45836575875486363
CASE_000077,6,000338.SZ,2018-12-26,2018,WINNER,LOW,0,0,0.0,0.0,0,0.0,0.0,-1,0.0999656472739219,0.1691560120127681,0.3222050657600077,0.9214601769911505,0.5842105263157886,-0.025000000000000022,-0.06605504587155986
CASE_000588,36,600072.SH,2018-05-10,2018,NEUTRAL,MID,-1,1,1.0,-1.0,0,0.0,0.0,-1,-0.06458772628179565,-0.01628111855039699,-0.006489592601100158,0.4672544080604534,0.015999999999999792,-0.31999999999999984,-0.2951999999999998
CASE_000430,70,300449.SZ,2019-04-30,2019,NEUTRAL,LOW,1,-1,-1.0,-1.0,-1,1.0,0.0,1,0.015005621786663065,-0.027411326293619937,-0.005458334628418349,0.5076923076923077,0.1151766279294042,-0.10683515221137219,-0.11173184357541921
CASE_000381,17,300463.SZ,2018-10-19,2018,LOSER,LOW,-2,-2,-1.0,-1.0,1,-1.0,0.0,-2,-0.1023303308815536,-0.23001226933570418,-0.2635068291716425,0.035593855376545525,0.12192329708070959,-0.20435031482541577,-0.27324380165289297
CASE_000385,138,300232.SZ,2020-04-01,2020,LOSER,LOW,1,-2,-1.0,0.0,0,1.0,0.0,-1,-0.020695990491446655,-0.14528970249126155,-0.22574554670475946,0.1462074019787468,0.07580824972129285,-0.12374581939799378,-0.15365584928684628
CASE_000708,109,300219.SZ,2019-12-10,2019,WINNER,HIGH,-1,1,0.0,,-1,,0.0,0,0.08716775813466773,0.08393164167128354,0.1461135257615343,0.8291547277936963,0.4104477611940285,-0.1000000000000002,-0.17496807151979543
CASE_000495,121,002647.SZ,2020-09-25,2020,LOSER,LOW,2,1,2.0,0.0,2,2.0,0.0,2,0.14848966851086215,-0.24643263934754564,-0.6476998866302442,0.027882960413080894,0.18578233785269282,-0.7903994137046536,-0.818054474708171
CASE_000058,24,300365.SZ,2018-01-18,2018,NEUTRAL,MID,0,2,0.0,-2.0,-1,1.0,0.0,0,0.0035558049074716214,-0.0027874512648191074,-0.036333574617783165,0.5299520766773163,0.3482629916738449,-0.1903531438415157,-0.18411451024417635
CASE_000560,13,300035.SZ,2018-06-21,2018,WINNER,LOW,-2,-2,-2.0,0.0,-1,1.0,0.0,-2,0.2017242830231516,0.08673012808484117,0.12275972336454523,0.851242983159583,0.42685370741482975,-0.02004008016032044,-0.21604938271604934
CASE_000722,50,001979.SZ,2018-07-26,2018,WINNER,HIGH,-2,-1,-1.0,0.0,0,0.0,0.0,-1,0.002083839529266468,0.1217456170332341,0.16998619131959006,0.9149345650500385,0.09945054945054999,-0.12527472527472516,-0.19014084507042217
CASE_000477,6,600698.SH,2018-12-26,2018,LOSER,LOW,-1,-1,-1.0,1.0,-1,1.0,0.0,-2,0.019593264239000423,-0.2215292160718411,-0.4731167641129048,0.04056047197640118,0.15294117647058836,-0.31529411764705884,-0.356701030927835
CASE_000019,6,600741.SH,2018-12-26,2018,NEUTRAL,LOW,-2,-1,-1.0,0.0,1,1.0,0.0,-2,0.10199279505903466,-0.003219121314635115,-0.1102971968274441,0.5471976401179941,0.21119733924611994,-0.057095343680709565,-0.09015256588072129
CASE_000603,66,603069.SH,2019-01-03,2019,NEUTRAL,LOW,-1,-1,-1.0,0.0,0,0.0,0.0,-2,-0.07685896997277843,-0.018302762173279613,-0.03261291854817111,0.5244395442851892,0.30243161094224846,-0.07294832826747721,-0.11510791366906481
CASE_000499,218,000609.SZ,2021-03-30,2021,LOSER,MID,-1,0,-1.0,1.0,-1,1.0,0.0,-1,-0.12898377927929183,-0.3905908863516653,-0.19722833050109584,0.0780189959294437,0.08108108108108114,-0.3702702702702704,-0.3944020356234097
CASE_000112,50,002016.SZ,2018-07-26,2018,LOSER,HIGH,0,-1,-1.0,0.0,1,1.0,0.0,0,-0.07195514548082096,-0.14245782540035462,-0.12803930527347784,0.11431870669745958,0.017397881996974007,-0.3562783661119514,-0.3406344410876131
CASE_000686,38,300476.SZ,2018-01-04,2018,WINNER,MID,0,-1,-1.0,1.0,1,0.0,0.0,0,0.014710738846987426,0.3337777545710754,0.21823396447263213,0.9321285140562249,0.4250105618926914,-0.16772285593578373,-0.18664047151277008
CASE_000387,27,300097.SZ,2018-09-13,2018,NEUTRAL,MID,-2,-1,-2.0,0.0,-1,1.0,0.0,-2,-0.028116554902917368,-0.007757957665372735,0.009757810631660646,0.5219530658591975,0.04732350659425899,-0.2404965089216451,-0.20687022900763374
CASE_000059,31,002351.SZ,2018-02-27,2018,NEUTRAL,MID,-2,-1,-2.0,1.0,1,1.0,0.0,-2,0.1208488591012081,-0.02542226226040064,-0.08882656925856836,0.456359102244389,0.2547051442910919,-0.055207026348807475,-0.19275825346112874
CASE_000455,42,002034.SZ,2018-07-24,2018,LOSER,HIGH,-2,-1,-1.0,0.0,0,1.0,0.0,-2,-0.04013678168033684,-0.1611720921257057,-0.17787663347344407,0.06064117419853225,0.014888337468982549,-0.5593052109181139,-0.5454094292803968
CASE_000771,68,002239.SZ,2019-11-13,2019,WINNER,LOW,-1,-1,-1.0,0.0,-1,1.0,0.0,-1,-0.06202042182010419,0.22751140944844517,1.001796451861097,0.9458587307278594,1.3063583815028896,-0.03468208092485581,-0.2734693877551021
CASE_000679,20,002598.SZ,2018-06-12,2018,NEUTRAL,LOW,-2,-1,-1.0,-1.0,0,-1.0,-1.0,-2,-0.059707934898902665,-0.00018401534106018969,0.0320452461754725,0.4879324215607401,0.06850961538461542,-0.24399038461538458,-0.2148760330578513
CASE_000649,156,601798.SH,2020-11-19,2020,LOSER,MID,2,0,1.0,1.0,-1,1.0,0.0,1,-0.15378212797130397,-0.25438612476723715,-0.2223872462173827,0.037665422463522225,0.11442786069651789,-0.42164179104477584,-0.4712514092446447
CASE_000618,28,002474.SZ,2018-01-04,2018,NEUTRAL,MID,-1,-1,-2.0,1.0,1,1.0,0.0,-2,-0.015968134705497433,-0.039624927915680924,0.0790981900228924,0.4530120481927711,0.166093928980527,-0.2474226804123708,-0.27611940298507454
CASE_000400,172,002390.SZ,2020-07-30,2020,WINNER,HIGH,-1,1,-1.0,0.0,0,1.0,0.0,-1,0.10172874180735895,0.41732572532190687,0.2946967022515226,0.9332391381137407,0.5476190476190474,-0.06150793650793662,-0.1807542262678803
CASE_000687,171,300657.SZ,2020-07-31,2020,LOSER,HIGH,1,2,1.0,0.0,0,1.0,0.0,2,-0.1818024970148945,-0.20127161194980486,-0.2053727790663989,0.04940014114326041,0.03825136612021862,-0.3257671290458174,-0.33250207813798793
CASE_000393,88,300573.SZ,2019-11-20,2019,LOSER,MID,2,1,2.0,0.0,0,1.0,0.0,2,-0.09737879821091713,-0.05782181131136528,-0.18630631252551674,0.15585811537083483,0.04838709677419328,-0.21347926267281125,-0.20647864990372689
CASE_000629,235,002869.SZ,2021-04-22,2021,NEUTRAL,HIGH,-2,-2,-2.0,0.0,-1,1.0,0.0,-2,0.010323800671882113,-0.04183444625541316,-0.155182300426611,0.45868465430016864,0.2870236372407142,-0.1582013571768267,-0.26756880627830193
CASE_000141,81,603711.SH,2019-09-30,2019,LOSER,MID,0,-2,-2.0,0.0,0,0.0,0.0,0,-0.1439916735770366,-0.1384709992668534,-0.13447288376686967,0.08033141210374639,0.03566529492455417,-0.2136488340192041,-0.22406363937686435
CASE_000470,83,300279.SZ,2019-07-10,2019,NEUTRAL,MID,1,-1,-1.0,1.0,-2,1.0,0.0,0,-0.0460182844233695,-0.0253993677708396,0.019555933875329768,0.4584401318198462,0.24485981308411153,-0.14953271028037407,-0.1618705035971224
CASE_000350,49,600707.SH,2018-11-16,2018,NEUTRAL,HIGH,-2,1,-1.0,1.0,1,2.0,0.0,-2,-0.0060237676754773956,-0.036817977559307935,0.2832472467259258,0.49162634908820246,0.4194214876033058,-0.17355371900826455,-0.1727642276422766
CASE_000611,103,600495.SH,2019-02-14,2019,NEUTRAL,HIGH,-1,0,0.0,0.0,-1,0.0,0.0,-1,-0.007012015405815364,-0.027140606320021576,-0.06207923335004148,0.524511610762993,0.34130434782608665,-0.026086956521739646,-0.24711696869851751
CASE_000596,212,600552.SH,2021-04-23,2021,LOSER,MID,1,-1,-1.0,0.0,1,1.0,0.0,1,-0.1170001972830149,-0.1485804848098019,-0.10955281773041761,0.14285714285714285,0.08825957925472117,-0.1601049868766401,-0.15123859191655808
CASE_000118,159,600114.SH,2020-10-13,2020,LOSER,MID,1,-1,0.0,1.0,1,1.0,0.0,0,-0.0830461989458756,-0.13561382522644364,-0.15507647684644676,0.15363511659807957,0.0009765625,-0.2607421875,-0.2568359375
CASE_000514,187,300096.SZ,2021-01-11,2021,WINNER,LOW,-1,-2,-2.0,1.0,1,1.0,0.0,-2,0.13092202658969126,0.13928152604605154,0.1034655971636673,0.8758782201405152,0.2363896848137539,-0.008595988538682042,-0.15690866510538615
CASE_000776,17,300562.SZ,2018-10-19,2018,NEUTRAL,LOW,-2,-2,-1.0,1.0,1,-1.0,0.0,-2,-0.018211441727053523,-0.08253111484003567,-0.018207128881904205,0.4818284001498689,0.21560975609756072,-0.0800000000000003,-0.19653179190751424
CASE_000238,210,300791.SZ,2021-08-12,2021,LOSER,MID,1,1,0.0,-1.0,0,1.0,0.0,0,-0.22218873396407152,-0.3401765520234785,-0.28964543646094515,0.022992125984251967,0.020424836601307117,-0.37908496732026176,-0.37042483660130754
CASE_000731,11,600560.SH,2018-07-11,2018,NEUTRAL,LOW,-1,-2,-2.0,1.0,-2,1.0,-1.0,-2,0.09907424183654238,0.0159019329180732,-0.010182661755422734,0.5491419656786272,0.24390243902439046,-0.12195121951219445,-0.25408942202835283
CASE_000335,106,002855.SZ,2019-03-19,2019,WINNER,HIGH,1,2,1.0,-1.0,1,1.0,0.0,1,0.13800928710492977,0.30097485667717394,0.13682608715978442,0.9020129130269654,0.2840352595494615,-0.11557296767874614,-0.28313725490196073
CASE_000542,113,000679.SZ,2019-04-09,2019,LOSER,HIGH,2,1,2.0,0.0,1,1.0,0.0,1,-0.08960719760299456,-0.1405920527349511,-0.049685302798230024,0.12342376767290791,0.047258979206049156,-0.31758034026465043,-0.33088235294117685
CASE_000759,94,002698.SZ,2019-10-10,2019,NEUTRAL,MID,1,1,2.0,0.0,0,1.0,0.0,2,0.057560976345453874,-0.018362643564486195,-0.0573607659201969,0.4745945945945946,0.11293436293436288,-0.11196911196911219,-0.11247637051039716
CASE_000673,237,600418.SH,2021-09-06,2021,WINNER,HIGH,2,1,1.0,0.0,1,1.0,0.0,1,-0.0039462510928692796,0.10735618547069005,0.33895842620286853,0.8392576281849639,0.2908863920099871,-0.21348314606741603,-0.25202312138728356
CASE_000527,110,002169.SZ,2019-09-04,2019,WINNER,HIGH,0,1,0.0,0.0,-1,1.0,0.0,1,0.254709443407703,0.2044010932597844,0.17255627525461725,0.937568058076225,0.40752864157119584,-0.013093289689034227,-0.20559610705596132
CASE_000602,52,002547.SZ,2018-05-21,2018,LOSER,HIGH,0,1,0.0,1.0,-1,1.0,0.0,-1,0.06407567191932628,-0.3188156567228915,-0.23847030512872186,0.015365448504983389,0.09253065774804914,-0.5317725752508362,-0.5255555555555557
CASE_000777,10,000796.SZ,2018-10-23,2018,WINNER,LOW,-2,-2,,,-2,,,-2,0.11713229688556265,0.109693374449012,0.037290047900428475,0.8622390891840607,0.34087237479806176,-0.05977382875605819,-0.19877300613496973
CASE_000021,197,300633.SZ,2021-02-01,2021,WINNER,LOW,-2,-2,-2.0,1.0,1,1.0,0.0,-2,0.2798850642165399,0.15128875238523262,0.26400792521981975,0.9340659340659341,0.49455234486025534,-0.005210800568450913,-0.17532467532467544
CASE_000797,215,603309.SH,2021-09-24,2021,WINNER,MID,-1,-2,-2.0,0.0,-1,1.0,0.0,-1,0.13854783584477542,0.25718697466946705,0.18994509728885617,0.9070643642072214,0.35467128027681616,-0.032006920415224904,-0.1226229508196719
CASE_000719,226,002216.SZ,2021-04-07,2021,LOSER,HIGH,-2,-1,-1.0,0.0,1,1.0,0.0,-2,-0.1478404111239427,-0.21547429009901387,-0.07250622354641983,0.08135593220338982,0.015391380826736745,-0.21987892449050073,-0.21020341234516093
CASE_000091,188,300676.SZ,2021-01-11,2021,LOSER,LOW,-1,1,-1.0,0.0,0,1.0,0.0,0,-0.0323891494961458,-0.1778968164392194,-0.22989343427143322,0.07159585145533623,0.21976011384427796,-0.2480178898150025,-0.35312622886354694
CASE_000692,13,002759.SZ,2018-06-21,2018,LOSER,LOW,-2,-2,-2.0,1.0,-1,0.0,0.0,-2,-0.27510698564761504,-0.1510188336216132,-0.10514526844766367,0.09983961507618284,0.05870236869207002,-0.19567456230690006,-0.18274111675126903
CASE_000120,176,002355.SZ,2020-03-09,2020,NEUTRAL,HIGH,-1,-1,0.0,0.0,-2,-1.0,0.0,-1,0.02653788521106666,-0.023964618185503925,-0.049983540820603696,0.4532947139753802,0.10945273631840813,-0.154228855721393,-0.20524691358024694
CASE_000647,150,300750.SZ,2020-11-23,2020,WINNER,MID,2,1,1.0,0.0,1,1.0,0.0,2,0.20424024859381196,0.4237731317634603,0.5020732187660335,0.9789687924016283,0.6798023715415025,-0.07501976284584966,-0.152215473223144
CASE_000475,69,300597.SZ,2019-10-18,2019,LOSER,LOW,-1,-1,-1.0,0.0,0,0.0,0.0,-1,-0.09676386538698355,-0.10875946674168499,-0.14937918602360134,0.12405609492988134,0.022189349112426537,-0.17677514792899374,-0.18129079042784613
CASE_000109,10,002627.SZ,2018-10-23,2018,LOSER,LOW,-2,-2,-2.0,-2.0,-1,1.0,0.0,-2,-0.122887521351604,-0.14289190818559028,-0.15569110378438888,0.08652751423149906,0.09205020920502038,-0.1213389121338917,-0.17464424320827943
CASE_000040,154,002546.SZ,2020-02-17,2020,NEUTRAL,MID,-1,1,0.0,0.0,-1,1.0,0.0,-1,0.038141556212581224,-0.029810231345508698,-0.09770847913549874,0.4729537366548043,0.4086294416243659,-0.03553299492385775,-0.23166023166023175
CASE_000072,114,600132.SH,2019-02-18,2019,LOSER,HIGH,2,1,2.0,0.0,1,1.0,0.0,2,-0.12202827439835762,-0.20698634645406483,0.1293757404983774,0.11250925240562547,0.31648545401116635,-0.07170143990596534,-0.09544159544159547
CASE_000038,60,600061.SH,2018-07-24,2018,NEUTRAL,HIGH,-2,0,-1.0,1.0,1,2.0,0.0,-2,0.036388777706492625,-0.0034762759984362374,-0.00716298911425306,0.5048281189648512,0.05291005291005302,-0.29841269841269813,-0.2864637985309545
CASE_000115,212,002654.SZ,2021-04-23,2021,NEUTRAL,MID,-1,1,0.0,0.0,1,1.0,0.0,-1,0.06984132074265899,-0.018973510490837037,-0.10526328734451432,0.5325903411009794,0.10803324099722977,-0.03878116343490279,-0.07088607594936724
CASE_000609,8,300423.SZ,2018-06-21,2018,WINNER,LOW,1,-1,1.0,-1.0,0,1.0,0.0,1,0.10073562553913815,0.11282582788792594,0.059255054261866225,0.8632718524458701,0.2518597236981934,-0.03613177470775786,-0.16702539819199302
CASE_000218,99,002693.SZ,2019-01-31,2019,NEUTRAL,MID,-2,-2,-2.0,0.0,-1,0.0,0.0,-2,0.11673964190678277,-0.05219382610760798,-0.08147796015184411,0.46811647622558056,0.9058171745152357,0.005540166204986319,-0.2873015873015873
CASE_000386,59,002735.SZ,2018-11-08,2018,LOSER,HIGH,-2,1,-1.0,0.0,0,1.0,0.0,-2,-0.08175127390528297,-0.07970605258234117,-0.1187599792422535,0.15814994405072735,0.03112033195020758,-0.17800829875518664,-0.16217320261437873
CASE_000672,104,600191.SH,2019-04-01,2019,NEUTRAL,HIGH,1,2,1.0,0.0,0,1.0,0.0,1,-0.01999569640721173,0.09071601972643678,-0.012134969403323615,0.5120458891013384,0.24402730375426596,-0.16382252559726973,-0.2398190045248868
CASE_000258,197,002901.SZ,2021-02-01,2021,LOSER,LOW,-2,-1,-2.0,0.0,1,1.0,0.0,-1,-0.27671933023353174,-0.20851658636961307,-0.14848110974528947,0.046620046620046623,0.005706134094151327,-0.3242510699001423,-0.3209700427960053
CASE_000445,59,002565.SZ,2018-11-08,2018,WINNER,HIGH,-2,0,0.0,1.0,1,-1.0,0.0,-2,0.060128490641661855,0.02951107213946292,0.5596608065509144,0.8347631480790749,1.13953488372093,-0.04651162790697705,-0.30702836004932166
CASE_000215,132,300096.SZ,2020-04-02,2020,LOSER,LOW,1,-2,-1.0,0.0,0,1.0,0.0,-1,-0.09098928073070386,-0.19454308380799676,-0.17928700567555136,0.15884079236977255,0.04741833508956783,-0.2328767123287665,-0.24645030425963432
CASE_000625,173,600860.SH,2020-01-06,2020,LOSER,HIGH,-1,2,0.0,1.0,-1,1.0,0.0,0,-0.13527748619102437,-0.22113519861874864,-0.372686800110816,0.05387085265786657,0.055932203389830626,-0.46271186440677947,-0.4862681744749595
CASE_000322,7,002268.SZ,2018-09-10,2018,LOSER,LOW,-1,1,0.0,0.0,1,1.0,0.0,0,-0.12026669122068148,-0.16438790131523984,-0.1492155534752484,0.05759757483895415,0.03544857768052512,-0.2866520787746172,-0.27782571182053517
CASE_000188,109,000509.SZ,2019-12-10,2019,LOSER,HIGH,-1,1,-1.0,0.0,0,1.0,0.0,-1,-0.10073805968111352,-0.20712512269963274,-0.16752827768487993,0.09813753581661891,0.05622489959839361,-0.2971887550200806,-0.283464566929134
CASE_000250,90,000564.SZ,2019-10-08,2019,NEUTRAL,MID,-2,-2,-2.0,1.0,1,1.0,0.0,-2,-0.04558849101637619,-0.022041007624236646,-0.02249370575225277,0.45837837837837836,0.10775862068965503,-0.08189655172413801,-0.12244897959183698
CASE_000755,223,300260.SZ,2021-04-16,2021,WINNER,HIGH,-2,0,0.0,1.0,1,-1.0,0.0,-2,0.0954016123864812,0.2727813706492088,0.5759902598848261,0.9449324324324324,0.8401753254310651,-0.0014336917562725038,-0.06349206349206349
CASE_000767,154,601179.SH,2020-02-17,2020,WINNER,MID,-1,-1,-1.0,0.0,-1,1.0,0.0,-2,0.25143383359115246,0.7900956805654784,0.725724769495927,0.9882562277580071,1.4575757575757566,-0.0121212121212122,-0.24335106382978733
CASE_000292,211,002255.SZ,2021-08-12,2021,WINNER,MID,0,1,0.0,0.0,0,0.0,0.0,0,0.20339415596739688,0.2895336400307557,0.22794045140613545,0.9505511811023623,0.48888888888888893,-0.09555555555555573,-0.2148499210110586
CASE_000425,9,002567.SZ,2018-07-03,2018,WINNER,LOW,-2,-1,-2.0,1.0,1,1.0,0.0,-2,0.10644680237567478,0.07495490864566136,0.11819811191370387,0.8535056795926361,0.18241758241758288,-0.043956043956043356,-0.15999999999999992
CASE_000666,3,002041.SZ,2018-02-01,2018,LOSER,LOW,-1,-2,-1.0,0.0,-1,-1.0,-1.0,-2,-0.016064085042180876,-0.17207816861651437,-0.16528520520308584,0.1103503826016915,0.10832587287376927,-0.16025067144136051,-0.21575061525840855
CASE_000727,60,600643.SH,2018-07-24,2018,WINNER,HIGH,-2,0,-1.0,1.0,1,1.0,0.0,-2,0.027243043199839473,0.12907733023938073,0.12322537680895412,0.8748551564310545,0.06803455723542129,-0.1684665226781854,-0.19834710743801676
CASE_000622,15,603877.SH,2018-08-21,2018,LOSER,LOW,-2,-2,-1.0,0.0,1,-1.0,0.0,-2,-0.1399108476946899,-0.16064996816225124,-0.19982024978520452,0.04226961157654227,-0.009009009009009139,-0.36404586404586414,-0.3206388206388209
CASE_000373,62,600444.SH,2019-04-30,2019,NEUTRAL,LOW,1,-2,-1.0,-1.0,-2,1.0,-1.0,0,-0.020778187258256513,-0.01791507475419425,0.08103477777544502,0.45692307692307693,0.03674355984898936,-0.13322368421052633,-0.10032894736842102
CASE_000049,146,300097.SZ,2020-09-01,2020,LOSER,MID,1,1,1.0,-1.0,0,1.0,0.0,1,-0.12316940130156985,-0.08124850664704276,-0.14185216818050617,0.1301775147928994,0.03164556962025333,-0.2518987341772144,-0.25691456668715407
CASE_000729,213,603306.SH,2021-07-29,2021,LOSER,MID,2,1,2.0,0.0,1,1.0,0.0,2,-0.15119699034580164,-0.15473936159789844,-0.3325628985462546,0.08085912823752368,0.23835491933651398,-0.30015905476028215,-0.39724966104977744
CASE_000275,235,300324.SZ,2021-04-22,2021,WINNER,HIGH,-2,0,0.0,1.0,1,-1.0,0.0,-2,-0.0011889754021242108,0.26382370564155255,0.16630351615105796,0.8448566610455311,0.4956268221574345,-0.10787172011661794,-0.20366598778004041
CASE_000232,46,300036.SZ,2018-05-23,2018,WINNER,HIGH,1,-1,1.0,1.0,1,1.0,0.0,1,0.16548243866397594,0.31097454842052347,0.42095753864052216,0.9858686616791354,0.33495934959349594,-0.10785907859078536,-0.1779591836734693
CASE_000640,149,600633.SH,2020-05-08,2020,LOSER,MID,0,1,0.0,0.0,-1,0.0,0.0,0,-0.09967947556942039,-0.4017655500180913,-0.1452386873432171,0.1447661469933185,0.3222583525685303,-0.07274590163934436,-0.10471204188481675
CASE_000095,127,600739.SH,2020-03-17,2020,LOSER,LOW,2,1,1.0,-1.0,0,1.0,0.0,2,-0.12827154040032507,-0.2598904931589496,-0.32684751183208705,0.03309090909090909,0.08032786885245913,-0.12240437158469908,-0.1453214845791948
CASE_000105,113,600838.SH,2019-04-09,2019,NEUTRAL,HIGH,2,1,2.0,0.0,1,1.0,0.0,1,-0.027998104070741922,-0.010142690580918351,0.012745918196645,0.5009552923194498,0.01479654747225645,-0.1960542540073984,-0.1813725490196081
CASE_000037,149,603444.SH,2020-05-08,2020,NEUTRAL,MID,2,1,2.0,0.0,1,1.0,0.0,2,-0.09900201313886511,-0.04463226364870165,0.12770771670998127,0.46325167037861914,0.5951007058740281,-0.062129490311136126,-0.10256730979705453
CASE_000140,58,601177.SH,2018-07-17,2018,WINNER,HIGH,-2,-2,-1.0,1.0,-2,-1.0,0.0,-2,0.08540410305906573,0.12007319412731915,0.15068148522319974,0.8880278961642775,0.10310965630114599,-0.11620294599017977,-0.12923076923076915
CASE_000166,77,603042.SH,2019-12-03,2019,NEUTRAL,LOW,-1,-2,-2.0,1.0,1,0.0,0.0,-1,0.007783971202645679,-0.03966838971493729,-0.07140841589511959,0.4871244635193133,0.26493323963457516,-0.0864371047083623,-0.17083854818523125
CASE_000754,180,300088.SZ,2020-01-17,2020,NEUTRAL,HIGH,2,1,2.0,0.0,1,1.0,0.0,2,0.130401321981554,-0.08172885654181698,-0.04243597281889949,0.4682822523164647,0.2611408199643499,-0.2522281639928702,-0.38749101365923844
CASE_000344,69,002115.SZ,2019-10-18,2019,WINNER,LOW,-1,-1,-1.0,0.0,0,1.0,0.0,-1,0.11093595172865395,0.14921706930088907,0.19314156125041174,0.9021934555915139,0.3446540880503146,-0.03144654088050303,-0.08144796380090491
CASE_000461,74,300525.SZ,2019-08-15,2019,WINNER,LOW,0,1,0.0,0.0,0,1.0,0.0,1,-0.05235369604631865,0.5396064732542368,0.5188089643370527,0.9833212472806382,0.9096170970614423,-0.06144256455921637,-0.13109540636042405
CASE_000621,135,600887.SH,2020-04-03,2020,NEUTRAL,LOW,0,-1,-1.0,0.0,0,0.0,0.0,0,-0.01921883192435418,-0.1823335256297704,0.013679183024056712,0.460352422907489,0.19372996139837784,-0.0638803941556233,-0.11234882240611055
CASE_000460,130,002876.SZ,2020-03-23,2020,WINNER,LOW,0,-2,-2.0,0.0,-1,1.0,0.0,-1,0.1765531870800833,0.23239242051884512,0.1699626252261125,0.922740524781341,0.3445421296604696,-0.03158160687215783,-0.10343489229574998
CASE_000697,34,000590.SZ,2018-01-04,2018,LOSER,MID,-1,2,0.0,0.0,0,1.0,0.0,-1,-0.14234680982782794,-0.16238213460161285,-0.18941489675221915,0.04618473895582329,0.012683578104138782,-0.3224299065420557,-0.31041388518024005
CASE_000665,141,002747.SZ,2020-10-19,2020,WINNER,MID,2,2,2.0,-1.0,1,2.0,0.0,2,0.06363481867533594,0.22900526957358935,0.42065731597523004,0.952788231269244,0.5399644760213154,-0.06971580817051526,-0.13602214313958083
CASE_000688,116,600202.SH,2019-04-24,2019,NEUTRAL,HIGH,1,-1,1.0,-1.0,-1,1.0,0.0,2,-0.00979879419189833,-0.0005737435939053293,-0.006850786837240774,0.4994281357224552,0.010452961672473782,-0.20034843205574926,-0.1864111498257841
CASE_000787,109,603773.SH,2019-12-10,2019,NEUTRAL,HIGH,0,2,0.0,-2.0,-1,1.0,0.0,-1,-0.012182501657669376,-0.04988198835622137,-0.01361139221559532,0.5046561604584527,0.30002921413964345,-0.15425065731814236,-0.3041027953110913
CASE_000284,136,002615.SZ,2020-04-10,2020,LOSER,LOW,-1,-1,0.0,0.0,-1,-1.0,0.0,-1,-0.12382846429505412,-0.18167285530855323,-0.2340239385812271,0.10287610619469026,0.08056678323266264,-0.1381443298969074,-0.11336032388663975
CASE_000397,18,002762.SZ,2018-07-02,2018,NEUTRAL,LOW,-1,-2,-2.0,0.0,-1,0.0,0.0,-2,0.005259862594754104,0.04928576040240669,-0.0012432486734171438,0.5072920772566023,0.1736613603473227,-0.15050651230101275,-0.2050599201065244
CASE_000597,5,002468.SZ,2018-12-18,2018,WINNER,LOW,0,-1,-1.0,0.0,0,0.0,0.0,-1,0.0628835082930866,0.29414024208162887,0.16436033601125513,0.8688766114180478,0.6024096385542161,-0.05662650602409658,-0.10350877192982455
CASE_000171,90,002697.SZ,2019-10-08,2019,WINNER,MID,2,1,2.0,0.0,2,2.0,0.0,2,0.11872388097254502,0.125815893174456,-0.03677993918141372,0.8872072072072072,0.2059219380888293,-0.020188425302826274,-0.13124274099883915
CASE_000488,139,603982.SH,2020-12-25,2020,LOSER,LOW,1,1,1.0,0.0,-1,1.0,0.0,1,-0.1582768629947226,-0.1522274187323094,-0.14055705320056522,0.09781512605042017,0.09614395886889437,-0.2318766066838045,-0.2780722891566263
CASE_000742,230,300782.SZ,2021-03-08,2021,WINNER,HIGH,2,0,1.0,1.0,1,1.0,0.0,2,0.15162255433284816,0.10545528229197342,0.05318802541653267,0.8410462776659959,0.3443219704701652,-0.1069606042049398,-0.1620242498010387
CASE_000168,134,300222.SZ,2020-02-11,2020,NEUTRAL,LOW,-1,1,-1.0,0.0,-1,1.0,0.0,-2,-0.019676780905328928,-0.2045212383924229,-0.01183525155689083,0.5025035765379113,0.3653846153846154,-0.1262019230769228,-0.3194057567316618
CASE_000382,169,002061.SZ,2020-07-01,2020,NEUTRAL,HIGH,0,-1,0.0,1.0,-2,1.0,0.0,-1,-0.04355381300812505,-0.03571866257918571,0.008580113223290886,0.4861858629350556,0.22840690978886746,-0.0057581573896353655,-0.0907643312101909
CASE_000773,229,000049.SZ,2021-09-15,2021,WINNER,HIGH,-2,-1,-2.0,0.0,-1,1.0,0.0,-1,0.14272187821565663,0.23018433466020688,0.5847456637482066,0.9330609679446888,0.5974135507450089,-0.12763564801799254,-0.1626731149703231
CASE_000427,216,002698.SZ,2021-07-02,2021,NEUTRAL,MID,1,-1,0.0,1.0,1,1.0,0.0,1,-0.06070493027397626,-0.024363464760891573,0.04014587348483056,0.48413969881448254,0.12570507655116803,-0.04029008863819539,-0.10310021629416055
