section,representation,context,period,horizon,quintile,count,dates,securities,industries,mean_net_return,median_net_return,positive_return_fraction,mean_industry_relative,median_industry_relative,mean_broad_relative,severe_loss_fraction,mean_mae_h20,control,tercile,q5_count,q1_count,q5_mean_industry_relative,q1_mean_industry_relative,q5_minus_q1_industry_relative
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2021,20,5,12356,32,2400,112,0.0107246487947,-0.00739891949547,0.470702492716,-0.000763282206632,-0.0115533195588,-0.00130716694922,0.184606668825,-0.087865432701,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2021,20,Q5-Q1,12326,32,,,0.00182635445338,0.00954478667871,0.0183254036361,0.00219676539228,0.00933240336412,0.00184970546807,-0.0651093785547,0.0200232113824,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,1,1,16545,35,2779,117,-0.00648336710487,-0.00824326955844,0.402296766395,0.00124821459486,-0.00141706674455,0.00122868081691,0.00501662133575,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,1,2,16578,35,3217,117,-0.00781690500281,-0.00891463880473,0.368560743154,-0.00025969800553,-0.00209320945615,-0.000111479413772,0.00380021715527,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,1,3,16578,35,3335,116,-0.00826280831109,-0.00887989897934,0.355109180842,-0.000648643626305,-0.00175780856653,-0.000565484584327,0.00253347810351,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,1,4,16577,35,3261,117,-0.00826860373886,-0.00859251473957,0.342703746154,-0.00046514756492,-0.0015971863989,-0.000561843605788,0.00247330638837,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,1,5,16608,35,2908,117,-0.007749164258,-0.00853185387982,0.356755780347,0.000129961224127,-0.00123886028015,-4.51945849361e-05,0.00433526011561,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,1,Q5-Q1,16545,35,,,-0.00126579715313,-0.000288584321376,-0.0455409860479,-0.00111825337073,0.000178206464396,-0.00127387540185,-0.000681361220144,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,3,1,16532,35,2776,117,-0.0022570171697,-0.00653772431489,0.448766029519,0.00140210196817,-0.0034217432945,0.0012055883155,0.0443382530849,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,3,2,16561,35,3216,117,-0.00308528701581,-0.00461804235652,0.455467664996,1.42293870829e-05,-0.002960514549,0.000363536900474,0.0255419358734,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,3,3,16573,35,3334,116,-0.00358549945222,-0.00510924309541,0.446087008991,-8.84151228202e-05,-0.00223101477941,-0.000142080008857,0.0207566523864,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,3,4,16573,35,3261,117,-0.00430041515374,-0.00512901138363,0.439329029144,-0.000677520929789,-0.00262448425472,-0.00084121426144,0.0187051227901,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,3,5,16595,35,2907,117,-0.00438224422934,-0.00653935096559,0.43350406749,-0.000645016921522,-0.00303205030206,-0.000930605605075,0.024284423019,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,3,Q5-Q1,16532,35,,,-0.00212522705965,-1.62665070103e-06,-0.0152619620283,-0.00204711888969,0.000389692992442,-0.00213619392058,-0.0200538300659,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,5,1,16518,35,2772,117,-0.00813788102489,-0.0137057836226,0.426988739557,0.000628480942877,-0.0061670566006,0.000222565857869,0.112120111394,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,5,2,16550,35,3214,117,-0.00791929001263,-0.0112029394051,0.431782477341,-5.16349994714e-05,-0.00406512434834,0.000413684204275,0.0731722054381,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,5,3,16565,35,3334,116,-0.00765604038881,-0.010288392003,0.425596136432,2.85062056887e-05,-0.00318652800449,0.000680863276232,0.0595834591005,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,5,4,16560,35,3258,117,-0.00872009050792,-0.0105654282491,0.42059178744,-0.000144311246446,-0.00276171048748,-0.000378041785374,0.057729468599,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,5,5,16584,35,2905,117,-0.00974917936781,-0.0121168166883,0.41322961891,-0.000439535479161,-0.00325961807026,-0.00140589137483,0.0698866377231,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,5,Q5-Q1,16518,35,,,-0.00161129834292,0.00158896693434,-0.0137591206471,-0.00106801642204,0.00290743853034,-0.0016284572327,-0.0422334736705,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,10,1,16487,35,2768,117,-0.00980225732368,-0.018453111925,0.425426093286,0.000295147094146,-0.0095721468854,-0.000428298882504,0.188512161097,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,10,2,16514,35,3212,117,-0.00793596595838,-0.0123115820502,0.44059585806,0.000484309943076,-0.00621400722358,0.0014365405736,0.146481773041,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,10,3,16529,35,3327,116,-0.00827624290769,-0.0117611890104,0.437836529736,0.000423902204863,-0.00473775465153,0.00111699632413,0.129590416843,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,10,4,16529,35,3249,117,-0.00952714869519,-0.0113643918676,0.434630044165,0.000120147682718,-0.00391622206393,-0.000152058218929,0.124931937806,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,10,5,16549,35,2904,117,-0.0122942133021,-0.0153286922091,0.415130823615,-0.00127548773576,-0.00521310324465,-0.00293004473362,0.142667230648,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,10,Q5-Q1,16487,35,,,-0.00249195597844,0.00312441971589,-0.0102952696709,-0.00157063482991,0.00435904364075,-0.00250174585111,-0.0458449304482,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,20,1,16433,35,2763,117,-0.0169278873297,-0.0336351107309,0.401752571046,-7.63771938184e-06,-0.0148197368688,-0.00111012817889,0.296780867766,-0.124035922298,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,20,2,16462,35,3203,117,-0.0140163834004,-0.0257016275514,0.414773417568,0.000461843443486,-0.00972020723233,0.00174837759626,0.247175312842,-0.108799132975,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,20,3,16467,35,3320,116,-0.0128480715028,-0.0229065678167,0.413675836522,0.00230533397428,-0.00583453229689,0.00291365917209,0.220197971701,-0.102766695394,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,20,4,16472,35,3242,117,-0.0159612287866,-0.023148312819,0.405050995629,0.000110365343008,-0.00568616339605,-0.00015880230791,0.211085478388,-0.100844686071,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,20,5,16474,35,2891,117,-0.0205194193042,-0.0292074079689,0.38460604589,-0.00283696166757,-0.00961833365905,-0.00483577622663,0.239164744446,-0.106797744632,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2022,20,Q5-Q1,16433,35,,,-0.00359153197447,0.00442770276205,-0.0171465251556,-0.00282932394818,0.00520140320972,-0.00372564804774,-0.0576161233203,0.0172381776661,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,1,1,14806,31,2690,115,-0.00355453357408,-0.00626298435032,0.3961231933,0.000119013391136,-0.00159550668916,0.00018137752418,0.00202620559233,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,1,2,14832,31,3226,113,-0.00400261791312,-0.00569787804625,0.37776429342,-0.000185100423469,-0.00125594478141,-0.000265306561643,0.00101132686084,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,1,3,14825,31,3304,114,-0.00368506160368,-0.0048241028386,0.381787521079,1.3202375275e-05,-0.000695034032124,4.96286191537e-05,0.000607082630691,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,1,4,14833,31,3237,114,-0.00349651714685,-0.00503060614954,0.373896042608,0.000203416000339,-0.000414511492312,0.000240041876249,0.000471920717319,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,1,5,14850,31,2864,115,-0.00390299679576,-0.00548584142597,0.377037037037,-0.000126468660472,-0.00085360298479,-0.000169403648643,0.0016835016835,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,1,Q5-Q1,14806,31,,,-0.000348463221676,0.000777142924346,-0.019086156263,-0.000245482051608,0.000741903704367,-0.000350781172823,-0.000342703908826,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,3,1,14315,30,2661,115,-0.00513387751825,-0.0100129895986,0.405518686692,-4.53708241345e-05,-0.0040311619169,0.000163026149157,0.026685295145,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,3,2,14343,30,3190,113,-0.00540500813556,-0.00827223936313,0.399219131284,0.000211460943841,-0.00218488496303,-0.000114977040514,0.0115038694834,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,3,3,14337,30,3272,114,-0.00557647756565,-0.00762708160322,0.394643230801,-0.00022940333816,-0.00157898259063,-0.000286652060598,0.00941619585687,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,3,4,14343,30,3207,114,-0.00487693371889,-0.00715108071126,0.399428292547,0.000298881142389,-0.000851654099476,0.000407098795384,0.00927281600781,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,3,5,14359,30,2838,115,-0.00549304379768,-0.00826672834588,0.394386795738,-0.000244984512187,-0.00150754256488,-0.000211046296088,0.0158089003412,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,3,Q5-Q1,14315,30,,,-0.000359166279435,0.00174626125269,-0.0111318909544,-0.000199613688053,0.00252361935201,-0.000374072445245,-0.0108763948037,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,5,1,14302,30,2660,115,-0.00348317987641,-0.0106777552671,0.414837085722,0.000748623774903,-0.00416452181289,0.000947269402134,0.0509718920431,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,5,2,14326,30,3186,113,-0.00464329245355,-0.00966885897444,0.411070780399,0.000135134092975,-0.00320763371973,-0.000214185074721,0.0286192935921,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,5,3,14324,30,3268,114,-0.00466049165072,-0.00814204923486,0.408684724937,-0.000207667327828,-0.00207005479363,-0.000242641930885,0.0224797542586,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,5,4,14334,30,3207,114,-0.00432899006486,-0.00783158465279,0.410353006837,2.6111707665e-05,-0.00161741188374,7.51155318471e-05,0.0224640714385,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,5,5,14348,30,2838,115,-0.00498186023605,-0.00925889946622,0.407164761639,-0.000726370916388,-0.00262988538227,-0.000569545814445,0.0321996097017,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,5,Q5-Q1,14302,30,,,-0.00149868035965,0.00141885580093,-0.00767232408302,-0.00147499469129,0.00153463643062,-0.00151681521658,-0.0187722823414,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,10,1,13776,29,2621,115,-0.00713721889549,-0.0207643169196,0.393655632985,0.00120271963945,-0.00716152611252,0.00132925082595,0.122894889663,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,10,2,13795,29,3136,113,-0.00956999323089,-0.0185553876354,0.385864443639,-0.000511513970476,-0.00550783040425,-0.0011181439142,0.0815512866981,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,10,3,13800,29,3229,114,-0.00853737497233,-0.0157683086098,0.392753623188,8.78131213407e-05,-0.00300888417946,-0.000100439193371,0.0660144927536,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,10,4,13806,29,3172,114,-0.00772176857499,-0.0140958744677,0.396639142402,0.000238389664232,-0.00221082651726,0.000707750915622,0.0606258148631,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,10,5,13822,29,2801,115,-0.00928201688917,-0.0171338896654,0.38822167559,-0.00103261533225,-0.0041060168869,-0.000852869990541,0.0820431196643,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,10,Q5-Q1,13776,29,,,-0.00214479799368,0.0036304272542,-0.00543395739526,-0.0022353349717,0.00305550922562,-0.00218212081649,-0.0408517699989,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,20,1,12722,27,2548,115,-0.013091938275,-0.0342445780423,0.381622386417,0.000351245663355,-0.0143008233885,0.000164222037199,0.238563119006,-0.0988165802915,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,20,2,12748,27,3058,113,-0.0141731747369,-0.0277662422349,0.381706934421,-0.000182980914831,-0.00765387113127,-0.000933580838886,0.177674929401,-0.084247910942,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,20,3,12743,27,3143,114,-0.0119617970154,-0.0230240156629,0.389076355646,0.000784434411401,-0.00453829390422,0.00130357000483,0.148866044103,-0.077044770806,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,20,4,12736,27,3067,114,-0.011892678067,-0.0219570239275,0.390546482412,0.000803570364185,-0.00401317554952,0.00127734955938,0.140389447236,-0.0755266570109,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,20,5,12759,27,2716,115,-0.014986556863,-0.0272451206536,0.371110588604,-0.00173672204888,-0.00708109777871,-0.00178394333624,0.164511325339,-0.0825483340682,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_PRESSURE,2023,20,Q5-Q1,12722,27,,,-0.00189461858803,0.00699945738864,-0.0105117978131,-0.00208796771223,0.00721972560977,-0.00194816537344,-0.0740517936675,0.0162682462234,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,1,1,32391,90,3909,119,-0.00284108994759,-0.00568686789778,0.414621345435,0.000491154113157,-0.00199192018918,0.000408154715786,0.00327251396993,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,1,2,32448,90,3985,116,-0.00295461387746,-0.00515761962523,0.401226577909,0.000214259269162,-0.00140095927894,0.000292179845674,0.00147928994083,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,1,3,32457,90,3942,118,-0.0032785677612,-0.00493431302013,0.391256123486,-6.81093512681e-05,-0.00130708729725,-3.08746415509e-05,0.00117077980097,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,1,4,32449,90,3929,118,-0.0033347743875,-0.00498702893912,0.382908564208,-0.000125817734148,-0.0012292282885,-8.80118796305e-05,0.000708804585657,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,1,5,32521,90,3836,119,-0.00383417049763,-0.00546105429259,0.385320254605,-0.000508320708086,-0.0017724181169,-0.000584616564179,0.00236770087021,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,1,Q5-Q1,32391,90,,,-0.000993080550043,0.000225813605189,-0.0293010908307,-0.000999474821243,0.000219502072282,-0.000992771279965,-0.000904813099723,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,3,1,32377,90,3908,119,-0.00501403612534,-0.011391778108,0.407048213238,0.000324118513626,-0.00445258111152,0.000327164393084,0.0342218241344,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,3,2,32430,90,3984,116,-0.00502750608655,-0.00978276006127,0.400400863398,0.000348883120323,-0.00304226001586,0.000306629835718,0.0203823620105,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,3,3,32438,90,3940,118,-0.004968224531,-0.00928758449029,0.392687588631,0.000227073579365,-0.00228890066504,0.000367032450894,0.0149824280165,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,3,4,32421,90,3928,118,-0.0055356687522,-0.00913314458488,0.387588291539,-0.000178593095129,-0.00243884320443,-0.000199162727887,0.0155146355757,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,3,5,32502,90,3835,119,-0.006138334809,-0.00992240044147,0.385576272229,-0.000724162332537,-0.00327054075662,-0.000800885895056,0.0216294381884,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,3,Q5-Q1,32377,90,,,-0.00112429868365,0.00146937766651,-0.0214719410084,-0.00104828084616,0.0011820403549,-0.00112805028814,-0.012592385946,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,5,1,32354,90,3908,119,-0.00687317260835,-0.0150952681713,0.398745131977,-4.30545466555e-06,-0.00652159352551,-0.000136820500828,0.0793410397478,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,5,2,32403,90,3982,116,-0.00626230417359,-0.0117885559605,0.402184982872,0.000214053436845,-0.00421454260435,0.000472346161694,0.049439866679,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,5,3,32418,90,3939,118,-0.00623252930708,-0.0104838471879,0.400950089456,0.000330897822041,-0.00326872317103,0.000499769298869,0.0377259547165,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,5,4,32403,90,3928,118,-0.00656607655972,-0.0102115127461,0.397740949912,0.000196040271062,-0.00276784214589,0.000167855346747,0.0359843224393,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,5,5,32476,90,3835,119,-0.00774555757604,-0.0113554594023,0.393675329474,-0.000747197649958,-0.00366085584042,-0.00102002089304,0.0489900234019,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,5,Q5-Q1,32354,90,,,-0.000872384967684,0.00373980876896,-0.00506980250343,-0.000742892195292,0.00286073768509,-0.00088320039221,-0.0303510163459,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,10,1,32309,90,3905,119,-0.00532759866138,-0.0167085358145,0.423720944628,-0.000971074846881,-0.010881796362,-0.00119476024175,0.163731468012,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,10,2,32351,90,3981,116,-0.00230746931155,-0.0106830484904,0.44252109672,0.00134398548831,-0.00571926567271,0.00182173301841,0.117059750858,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,10,3,32381,90,3934,118,-0.00270651305641,-0.00896170237488,0.445291992218,0.00105384383543,-0.00408530403861,0.00139354533553,0.0987925017757,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,10,4,32341,90,3925,118,-0.0036521921767,-0.00880364874117,0.4401842862,0.000244620557262,-0.00415688952834,0.000457795860293,0.0964101295569,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,10,5,32427,90,3831,119,-0.00653621172832,-0.0127618975885,0.425509606192,-0.00166985666656,-0.00622770646173,-0.00242474674719,0.117278810867,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,10,Q5-Q1,32309,90,,,-0.00120861306694,0.00394663822607,0.00178866156394,-0.000698781819681,0.00465408990027,-0.00122998650544,-0.0464526571445,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,20,1,32214,90,3902,119,-0.00875194191827,-0.0277914898995,0.412491463339,-0.00391808321769,-0.0180432884636,-0.00419149106937,0.267647606631,-0.111334263923,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,20,2,32245,90,3972,116,-0.00251111709534,-0.0181275004576,0.43206698713,0.00159299145647,-0.00938922223978,0.00205739102908,0.212249961234,-0.0949637774857,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,20,3,32281,90,3931,118,-0.00144795267759,-0.0156267994983,0.438803011059,0.00266715462029,-0.0065146103828,0.00302314242838,0.185186332518,-0.0876747176279,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,20,4,32254,90,3922,118,-0.00235577753863,-0.0127842099397,0.445898183171,0.00130858138645,-0.00531048703839,0.00211110778408,0.176319216221,-0.0853780025548,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,20,5,32301,90,3825,119,-0.00734609107473,-0.0184568622092,0.428191077676,-0.00166884172869,-0.00910375481489,-0.0028662811846,0.205597349927,-0.0937932450992,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,full,20,Q5-Q1,32214,90,,,0.00140585084354,0.00933462769034,0.0156996143367,0.002249241489,0.0089395336487,0.00132520988478,-0.0620502567034,0.0175410188241,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,1,1,18058,59,3033,115,-0.00279932010863,-0.00562481594189,0.417931110865,0.000525616748143,-0.00250454957027,0.000570758855496,0.00359951268136,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,1,2,18095,59,3151,111,-0.00300886285495,-0.00514347028486,0.403757944183,0.000257228822504,-0.00180354642441,0.000360641489846,0.00171318043658,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,1,3,18104,59,3158,114,-0.00347517511005,-0.00524960180649,0.38698630137,1.57367514737e-05,-0.00162178759867,-0.000108682231374,0.00143614670791,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,1,4,18096,59,3147,115,-0.00378411412849,-0.00552198214937,0.376326259947,-0.000243708142014,-0.0015016868953,-0.000414672538702,0.000884173297966,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,1,5,18142,59,3051,115,-0.00381220746604,-0.00573492101536,0.383970896263,-0.000556151477994,-0.00217746230445,-0.000441504343929,0.00281115643259,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,1,Q5-Q1,18058,59,,,-0.00101288735741,-0.000110105073475,-0.0339602146022,-0.00108176822614,0.000327087265816,-0.00101226319942,-0.000788356248773,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,3,1,18054,59,3033,115,-0.00659562542108,-0.0136133452435,0.396643403124,9.71008792416e-06,-0.00518059472568,0.000115574209717,0.0469702005096,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,3,2,18087,59,3151,111,-0.00649896671457,-0.0118191906952,0.391883673357,0.000261216266982,-0.0036503693194,0.00019380197695,0.0300768507768,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,3,3,18096,59,3156,114,-0.00638294673071,-0.0113168866758,0.386881078691,0.000249625760652,-0.00258027044654,0.000312628022834,0.0221595932803,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,3,4,18084,59,3146,115,-0.00697626099883,-0.0112262671486,0.378290201283,-0.000134512377339,-0.00263616710284,-0.000275929537947,0.0219531077195,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,3,5,18135,59,3051,115,-0.00704781546624,-0.0114471655491,0.381417149159,-0.000399612392005,-0.00344707965971,-0.000352352743762,0.0296663909567,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,3,Q5-Q1,18054,59,,,-0.000452190045161,0.00216617969439,-0.0152262539649,-0.000409322479929,0.00173351506597,-0.000467926953479,-0.0173038095529,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,BROAD_MARKET_NONPRESSURE,early_2018_2021,5,1,18046,59,3032,115,-0.0104047493469,-0.0206274816296,0.377646015738,-0.00050311828631,-0.00756634680475,-0.000580760712777,0.101075030478,,,,,,,,
